metodo,ruta,summary,description,summary_generico,description_generica,es_generica
PUT,/nacha-config/perfiles/{id},Actualización de operación NACHA-M: actualiza información de update draft dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id},"Qué hace: actualiza información de update draft dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-config/perfiles/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-config/perfiles/{id}.",no,no,no
POST,/nacha-config/perfiles/{id}/archivar,Registro de operación NACHA-M: registra una solicitud de archive dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/archivar,"Qué hace: registra una solicitud de archive dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/archivar. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-config/perfiles/{id}/archivar). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-config/perfiles/{id}/archivar.",no,no,no
POST,/nacha-config/perfiles/{id}/clonar,Registro de operación NACHA-M: registra una solicitud de clone dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/clonar,"Qué hace: registra una solicitud de clone dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/clonar. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-config/perfiles/{id}/clonar). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-config/perfiles/{id}/clonar.",no,no,no
PUT,/nacha-config/perfiles/{id}/fields/{fieldId},Actualización de operación NACHA-M: actualiza información de update field dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/fields/{fieldId},"Qué hace: actualiza información de update field dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/fields/{fieldId}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-config/perfiles/{id}/fields/{fieldId}). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-config/perfiles/{id}/fields/{fieldId}.",no,no,no
GET,/nacha-config/perfiles/{id}/historial,Consulta de operación NACHA-M: consulta history dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/historial,"Qué hace: consulta history dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/historial. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en operación NACHA-M (/nacha-config/perfiles/{id}/historial). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanReadAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /nacha-config/perfiles/{id}/historial en decisiones operativas.",no,no,no
POST,/nacha-config/perfiles/{id}/inactivar,Registro de operación NACHA-M: registra una solicitud de inactivate dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/inactivar,"Qué hace: registra una solicitud de inactivate dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/inactivar. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-config/perfiles/{id}/inactivar). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-config/perfiles/{id}/inactivar.",no,no,no
POST,/nacha-config/perfiles/{id}/publicar,Registro de operación NACHA-M: registra una solicitud de publish dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/publicar,"Qué hace: registra una solicitud de publish dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/publicar. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-config/perfiles/{id}/publicar). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-config/perfiles/{id}/publicar.",no,no,no
PUT,/nacha-config/perfiles/{id}/records/secuencia,Actualización de operación NACHA-M: actualiza información de update sequence dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/records/secuencia,"Qué hace: actualiza información de update sequence dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/records/secuencia. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-config/perfiles/{id}/records/secuencia). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-config/perfiles/{id}/records/secuencia.",no,no,no
PUT,/nacha-config/perfiles/{id}/rules/{ruleId},Actualización de operación NACHA-M: actualiza información de update rule dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/rules/{ruleId},"Qué hace: actualiza información de update rule dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/rules/{ruleId}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-config/perfiles/{id}/rules/{ruleId}). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-config/perfiles/{id}/rules/{ruleId}.",no,no,no
GET,/nacha-config/perfiles/{id}/snapshots,Consulta de operación NACHA-M: consulta snapshots dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/snapshots,"Qué hace: consulta snapshots dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/snapshots. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en operación NACHA-M (/nacha-config/perfiles/{id}/snapshots). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanReadAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /nacha-config/perfiles/{id}/snapshots en decisiones operativas.",no,no,no
POST,/nacha-config/perfiles/{id}/validar,Registro de operación NACHA-M: registra una solicitud de validate dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/validar,"Qué hace: registra una solicitud de validate dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/validar. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-config/perfiles/{id}/validar). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-config/perfiles/{id}/validar.",no,no,no
PUT,/nacha-config/perfiles/{id}/variantes/{variantId},Actualización de operación NACHA-M: actualiza información de update variant dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/variantes/{variantId},"Qué hace: actualiza información de update variant dentro de operación NACHA-M para la ruta /nacha-config/perfiles/{id}/variantes/{variantId}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-config/perfiles/{id}/variantes/{variantId}). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-config/perfiles/{id}/variantes/{variantId}.",no,no,no
POST,/nacha-config/resolver-preview,Registro de operación NACHA-M: registra una solicitud de resolver preview dentro de operación NACHA-M para la ruta /nacha-config/resolver-preview,"Qué hace: registra una solicitud de resolver preview dentro de operación NACHA-M para la ruta /nacha-config/resolver-preview. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-config/resolver-preview). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanReadAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-config/resolver-preview.",no,no,no
GET,/nacha-layouts,Consulta de operación NACHA-M: consulta get all dentro de operación NACHA-M para la ruta /nacha-layouts,"Qué hace: consulta get all dentro de operación NACHA-M para la ruta /nacha-layouts. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en operación NACHA-M (/nacha-layouts). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanReadAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /nacha-layouts en decisiones operativas.",no,no,no
POST,/nacha-layouts,Registro de operación NACHA-M: registra una solicitud de create dentro de operación NACHA-M para la ruta /nacha-layouts,"Qué hace: registra una solicitud de create dentro de operación NACHA-M para la ruta /nacha-layouts. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-layouts). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-layouts.",no,no,no
DELETE,/nacha-layouts/{id},Eliminación de operación NACHA-M: elimina recursos asociados a delete dentro de operación NACHA-M para la ruta /nacha-layouts/{id},"Qué hace: elimina recursos asociados a delete dentro de operación NACHA-M para la ruta /nacha-layouts/{id}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-layouts/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: DELETE. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-layouts/{id}.",no,no,no
GET,/nacha-layouts/{id},Consulta de operación NACHA-M: consulta get by id dentro de operación NACHA-M para la ruta /nacha-layouts/{id},"Qué hace: consulta get by id dentro de operación NACHA-M para la ruta /nacha-layouts/{id}. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en operación NACHA-M (/nacha-layouts/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanReadAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /nacha-layouts/{id} en decisiones operativas.",no,no,no
PUT,/nacha-layouts/{id},Actualización de operación NACHA-M: actualiza información de update dentro de operación NACHA-M para la ruta /nacha-layouts/{id},"Qué hace: actualiza información de update dentro de operación NACHA-M para la ruta /nacha-layouts/{id}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-layouts/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-layouts/{id}.",no,no,no
GET,/nacha-record-definitions,Consulta de operación NACHA-M: consulta get all dentro de operación NACHA-M para la ruta /nacha-record-definitions,"Qué hace: consulta get all dentro de operación NACHA-M para la ruta /nacha-record-definitions. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en operación NACHA-M (/nacha-record-definitions). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanReadAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /nacha-record-definitions en decisiones operativas.",no,no,no
POST,/nacha-record-definitions,Registro de operación NACHA-M: registra una solicitud de create dentro de operación NACHA-M para la ruta /nacha-record-definitions,"Qué hace: registra una solicitud de create dentro de operación NACHA-M para la ruta /nacha-record-definitions. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-record-definitions). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-record-definitions.",no,no,no
DELETE,/nacha-record-definitions/{id},Eliminación de operación NACHA-M: elimina recursos asociados a delete dentro de operación NACHA-M para la ruta /nacha-record-definitions/{id},"Qué hace: elimina recursos asociados a delete dentro de operación NACHA-M para la ruta /nacha-record-definitions/{id}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-record-definitions/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: DELETE. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-record-definitions/{id}.",no,no,no
GET,/nacha-record-definitions/{id},Consulta de operación NACHA-M: consulta get by id dentro de operación NACHA-M para la ruta /nacha-record-definitions/{id},"Qué hace: consulta get by id dentro de operación NACHA-M para la ruta /nacha-record-definitions/{id}. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en operación NACHA-M (/nacha-record-definitions/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanReadAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /nacha-record-definitions/{id} en decisiones operativas.",no,no,no
PUT,/nacha-record-definitions/{id},Actualización de operación NACHA-M: actualiza información de update dentro de operación NACHA-M para la ruta /nacha-record-definitions/{id},"Qué hace: actualiza información de update dentro de operación NACHA-M para la ruta /nacha-record-definitions/{id}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en operación NACHA-M (/nacha-record-definitions/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de operación NACHA-M. Permiso requerido: CanManageAch. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: controla trazabilidad, generación, recepción o aseguramiento de archivos NACHA-M con impacto directo en compensación ACH/CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /nacha-record-definitions/{id}.",no,no,no
GET,/nacha-security/certificates,Inventario de certificados de sobre digital,"Qué hace: lista certificados de sobre digital registrados con metadatos de vigencia y huella. Cuándo se usa: en revisiones operativas previas a cifrado, descifrado y validación de firma. Perfil consumidor: seguridad bancaria, operación ACH y auditoría técnica. Permiso requerido: policy del controller/método vigente en código. Tipo de operación: solo consulta. Genera auditoría: sí, por trazas de acceso. Riesgos operativos: no identificar un certificado expirado puede interrumpir intercambio seguro con contrapartes. Errores esperados: 401/403 por autorización y 500 ante fallas internas. Relación ACH/CENIT/NACHA-M: administra confianza criptográfica usada por operaciones de sobre digital NACHA-M. Precauciones para desarrollo u operación: validar vigencia y tipo de certificado antes de usarlo en productivo.",no,no,no
POST,/nacha-security/certificates,Cargar o actualizar certificado de sobre digital,"Qué hace: carga certificado público o con clave privada y registra/actualiza su información en catálogo. Cuándo se usa: en alta, renovación o corrección de material criptográfico de sobre digital. Perfil consumidor: administradores de seguridad y operación ACH autorizada. Permiso requerido: policy del controller/método vigente en código. Tipo de operación: modifica información. Genera auditoría: sí, por trazabilidad de altas y cambios. Riesgos operativos: cargar archivo o contraseña incorrecta puede dejar inoperante el cifrado/descifrado. Errores esperados: 400 por archivo/contraseña inválidos; 401/403 por autorización; 500 por fallas internas. Relación ACH/CENIT/NACHA-M: soporta protección de archivos NACHA-M en tránsito mediante sobre digital. Precauciones para desarrollo u operación: validar formato, cadena de confianza y vigencia antes de activar uso operativo.",no,no,no
GET,/nacha-security/certificates/management,Consulta de certificados por filtros de gestión,"Qué hace: lista certificados gestionados por cámara, ambiente, propósito, titularidad y estado. Cuándo se usa: en gobierno de certificados, diagnóstico de operación y validación previa a generación/cifrado. Perfil consumidor: seguridad bancaria, operación ACH y auditoría. Permiso requerido: CanReadAch. Tipo de operación: solo consulta. Genera auditoría: sí, por trazas de acceso administrativo. Riesgos operativos: aplicar filtros incompletos puede ocultar versión activa o revocada. Errores esperados: 400 por filtros inválidos; 401/403 por autorización. Relación ACH/CENIT/NACHA-M: administra el inventario criptográfico que respalda intercambio seguro NACHA-M. Precauciones para desarrollo u operación: verificar siempre vigencia, estado y ambiente antes de promover cambios operativos.",no,no,no
GET,/nacha-security/certificates/management/audit,Auditoría de cargas de certificados,"Qué hace: lista eventos de carga y gestión para trazabilidad de cumplimiento. Cuándo se usa: en revisiones regulatorias y forénsicas. Perfil consumidor: auditoría y seguridad. Permiso requerido: FineGrainedPermissions.CanViewNachaSecurityAudit. Tipo de operación: solo consulta. Genera auditoría: sí, fuente primaria de auditoría. Riesgos operativos: no revisar auditoría limita detección de acciones indebidas. Errores esperados: 401/403. Relación ACH/CENIT/NACHA-M: evidencia gobierno de certificados en procesos NACHA-M. Precauciones para desarrollo u operación: preservar integridad de evidencias y control de acceso.",no,no,no
POST,/nacha-security/certificates/management/private,Registrar certificado privado,Qué hace: registra material privado o referencia segura para operaciones criptográficas. Cuándo se usa: durante aprovisionamiento/rotación de llaves. Perfil consumidor: seguridad bancaria. Permiso requerido: FineGrainedPermissions.CanManageCertificates. Tipo de operación: modifica información. Genera auditoría: sí. Riesgos operativos: manejo inseguro de clave privada compromete confidencialidad. Errores esperados: 400 archivo/contraseña/secreto inválido; 401/403. Relación ACH/CENIT/NACHA-M: habilita firmado/cifrado de artefactos NACHA-M. Precauciones para desarrollo u operación: usar almacenamiento seguro y mínimo privilegio.,no,no,no
POST,/nacha-security/certificates/management/public,Cargar certificado público,"Qué hace: registra una nueva versión de certificado público para uso operativo. Cuándo se usa: en alta/rotación de certificados de intercambio. Perfil consumidor: seguridad y operación ACH. Permiso requerido: FineGrainedPermissions.CanManageCertificates. Tipo de operación: modifica información. Genera auditoría: sí. Riesgos operativos: carga de certificado incorrecto rompe validación de firmas/cifrado. Errores esperados: 400 archivo requerido o metadatos inválidos; 401/403. Relación ACH/CENIT/NACHA-M: base de confianza para operaciones NACHA-M seguras. Precauciones para desarrollo u operación: validar emisor, vigencia y ambiente antes de publicar.",no,no,no
